onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	7.38	2.38	39.71	53.61	0.0	4.0	LL	39.71	47.7701637263	8.06016372627
24.4	7.99	2.99	20.8	21.42	2.0	4.0	SS	19.6018504801	19.0866798548	0.515170625308
41.41	13.0	8.0	39.71	45.67	2.0	6.0	LL	37.4225712772	38.5930751235	1.17050384625
63.43	9.27	4.27	22.39	24.63	0.0	2.0	LL	22.39	23.211229679099997	0.8212296791079999
81.73	6.92	1.92	33.7	50.55	0.0	2.0	LL	33.7	47.6381510466	13.938151046600002
97.68	8.98	3.98	10.93	12.02	2.0	4.0	SS	10.3003954686	10.7106392089	0.41024374026999993
115.68	13.52	8.52	19.39	22.3	0.0	4.0	LL	19.39	19.8708198302	0.48081983017700003
138.22	8.07	3.07	29.16	29.45	2.0	4.0	SS	27.4802865385	26.24195713	1.2383294084899998
155.31	7.59	2.59	12.94	14.88	0.0	2.0	LL	12.94	14.0228622665	1.08286226655
171.92	8.86	3.86	23.99	32.39	4.0	6.0	LL	21.3767250101	27.370915332800003	5.994190322660001
189.8	7.34	2.34	15.49	20.91	2.0	6.0	LL	14.5977242277	17.6698314174	3.07210718963
206.17	7.109999999999999	2.11	24.5	28.18	2.0	4.0	LL	23.088718113600002	25.1103005746	2.02158246103
222.3	6.89	1.89	39.42	49.28	0.0	4.0	LL	39.42	43.9118386202	4.49183862023
238.22	7.98	2.98	24.25	24.49	0.0	2.0	SS	24.25	23.079294147	1.17070585297
255.22	7.529999999999999	2.53	19.61	29.42	4.0	6.0	LL	17.4738464964	24.8611401386	7.3872936422399995
271.76	7.42	2.42	8.08	8.32	0.0	2.0	SS	8.08	7.84074019205	0.239259807951
288.21	8.85	3.85	14.79	14.94	2.0	6.0	SS	13.9380465674	12.624929764500001	1.31311680286
306.08	10.05	5.05	27.17	29.89	2.0	6.0	LL	25.604917189699997	25.258309950500003	0.34660723914700003
