onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	10.39	5.39	4417.2	4638.1	2.0	4.0	SS	4272.56044978	4343.98500955	71.4245597709
27.41	10.309999999999999	5.31	4304.7	4455.4	0.0	2.0	LL	4304.7	4309.50960517	4.80960517013
46.75	7.720000000000001	2.72	4056.8	4060.9	2.0	4.0	SS	3923.96161203	3803.38688801	120.57472402100001
63.5	8.76	3.76	4635.4	4867.1	0.0	2.0	LL	4635.4	4707.72864374	72.32864374100001
81.29	12.24	7.24	4584.7	4745.2	2.0	4.0	LL	4434.57572537	4444.29349676	9.7177713892
102.56	8.99	3.99	5196.3	5201.5	0.0	2.0	SS	5196.3	5031.1788417	165.121158304
120.58	8.75	3.75	4550.4	4564.1	4.0	6.0	SS	4261.84631368	4143.30813602	118.538177657
138.36	11.23	6.23	3288.4	3337.7	0.0	2.0	SS	3288.4	3228.40827068	59.9917293225
158.62	8.29	3.29	4528.7	4574.0	0.0	2.0	SS	4528.7	4424.22609284	104.47390715799999
175.94	10.41	5.41	5063.2	5139.1	2.0	4.0	SS	4897.4074231	4813.21518781	84.1922352917
195.37	8.99	3.99	3446.5	3456.8	2.0	6.0	SS	3333.64565566	3138.09679117	195.548864484
213.39	16.72	11.72	3585.5	3675.2	4.0	6.0	SS	3358.13334162	3336.36117997	21.772161646199997
239.13	7.09	2.09	4165.0	4185.8	0.0	4.0	SS	4165.0	3920.36662706	244.63337293599997
255.25	8.65	3.65	4120.9	4141.5	2.0	4.0	SS	3985.96268168	3878.87581489	107.08686678299999
272.9	8.5	3.5	4003.6	4015.6	0.0	4.0	SS	4003.6	3760.95948866	242.64051133900003
290.4	7.6	2.6	3995.5	4055.5	2.0	6.0	SS	3864.66885744	3681.59903281	183.069824638
307.0	7.5	2.5	4019.7	4031.8	2.0	4.0	SS	3888.07643756	3776.13220101	111.944236547
323.5	9.2	4.2	4720.0	4790.8	4.0	6.0	SS	4420.69149977	4349.10729783	71.5842019366
341.7	8.1	3.1	3160.9	3164.1	2.0	6.0	SS	3057.39752008	2872.38256681	185.014953273
358.8	9.4	4.4	4856.2	4977.6	0.0	2.0	LL	4856.2	4814.61036286	41.5896371381
377.3	8.5	3.5	4701.3	4748.3	0.0	4.0	SS	4701.3	4447.19691703	254.10308297400002
394.8	7.5	2.5	4762.4	4786.2	2.0	6.0	SS	4606.4570058	4344.93139954	261.52560626900004
411.3	9.9	4.9	4976.1	4981.1	4.0	6.0	SS	4660.55147712	4521.86239485	138.689082272
