onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	9.79	4.79	4097.1	4138.0	2.0	6.0	LL	4091.12841847	4119.95900843	28.830589956399997
26.82	8.52	3.52	4235.5	4248.2	2.0	6.0	LL	4229.32669851	4229.67855476	0.35185625871799997
44.36	11.5	6.5	3905.1	4100.4	0.0	2.0	LL	3905.1	4094.42360868	189.323608677
64.88	9.14	4.14	5172.7	5431.3	0.0	4.0	LL	5172.7	5415.49064835	242.790648348
83.04	7.890000000000001	2.89	3015.9	3061.2	0.0	4.0	LL	3015.9	3052.28950209	36.3895020942
99.94	8.78	3.78	4127.6	4140.0	4.0	6.0	LL	4115.58543997	4121.95028876	6.364848790650001
117.74	11.75	6.75	4236.7	4241.0	2.0	4.0	LL	4230.52494949	4228.65535685	1.86959264097
138.51	8.89	3.89	4117.8	4138.4	2.0	4.0	LL	4111.79824793	4126.35400348	14.555755554800001
156.42	8.06	3.06	3742.0	3873.0	4.0	6.0	LL	3731.10783903	3856.11436434	125.006525314
173.5	9.5	4.5	4368.3	4477.5	4.0	6.0	LL	4355.5848138	4457.97884491	102.394031115
192.0	10.7	5.7	3235.6	3348.8	0.0	4.0	LL	3235.6	3339.05236006	103.452360059
211.8	11.1	6.1	3402.7	3572.9	2.0	4.0	LL	3397.74051635	3562.50005293	164.75953658
231.9	10.1	5.1	4561.3	4606.9	4.0	6.0	LL	4548.02303211	4586.81468244	38.7916503281
251.1	9.0	4.0	4161.8	4224.3	2.0	4.0	LL	4155.7341173	4212.00396697	56.2698496688
269.1	9.2	4.2	3836.6	3875.0	0.0	2.0	LL	3836.6	3869.35213238	32.7521323831
287.3	10.3	5.3	4517.5	4630.5	2.0	4.0	LL	4510.91567949	4617.02160573	106.105926231
306.6	9.7	4.7	5184.8	5314.4	0.0	2.0	LL	5184.8	5306.65418641	121.854186409
325.3	12.7	7.7	4242.1	4254.8	2.0	4.0	LL	4235.91707891	4242.415188	6.498109089930001
347.0	7.9	2.9	4768.7	4935.6	2.0	4.0	LL	4761.74955192	4921.23352494	159.483973015
363.9	10.1	5.1	3924.4	4061.8	0.0	2.0	LL	3924.4	4055.87986873	131.479868726
383.0	9.2	4.2	3864.7	4057.9	4.0	6.0	LL	3853.45068559	4040.2082311	186.757545509
401.2	10.2	5.2	3631.1	3721.9	0.0	4.0	LL	3631.1	3711.06634583	79.9663458265
420.5	7.5	2.5	3682.4	3700.8	0.0	4.0	LL	3682.4	3690.02776341	7.62776340979
