onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	10.975	5.975	30.48	30.48	4.0	6.0	SS	25.3368757348	23.365551355700003	1.97132437906
27.999000000000002	9.261	4.261	0.05	6.63	2.0	4.0	LL	0.045392859061400004	5.51126922972	5.46587637065
46.281000000000006	10.975	5.975	16.79	20.99	4.0	6.0	LL	13.9568944746	16.0906470786	2.13375260399
66.28	9.829	4.829	19.41	24.26	2.0	6.0	SS	17.621507887699998	18.5973843796	0.9758764919490001
85.12899999999999	8.769	3.7689999999999997	12.76	13.14	4.0	6.0	SS	10.606907295800001	10.0729443837	0.533962912127
102.93	9.45	4.45	23.65	24.83	4.0	6.0	SS	19.6593540396	19.034338588	0.625015451607
121.41	10.129999999999999	5.13	15.33	16.86	2.0	6.0	SS	13.9174505882	12.9246455334	0.992805054847
140.56	11.61	6.61	20.44	21.46	2.0	4.0	SS	18.556600784300002	17.8388895429	0.717711241379
161.19	12.719999999999999	7.72	14.49	16.66	2.0	4.0	LL	13.154850556	13.8488303721	0.693979816099
182.94	11.870000000000001	6.87	11.71	14.64	2.0	4.0	LL	10.6310075922	12.169680471	1.5386728788600001
203.84	7.76	2.76	29.11	43.66	2.0	4.0	LL	26.4277225456	36.292913208099996	9.86519066248
220.62	8.92	3.92	16.16	16.32	0.0	4.0	SS	16.16	13.566201180799998	2.59379881916
238.57	11.3	6.3	36.45	41.92	0.0	4.0	LL	36.45	34.8465167586	1.6034832413799998
258.9	9.940000000000001	4.94	22.67	23.35	0.0	2.0	SS	22.67	21.1984651817	1.4715348183
277.87	8.2	3.2	21.67	22.32	2.0	6.0	SS	19.6732651172	17.1102068983	2.56305821893
295.1	10.780000000000001	5.78	29.66	31.14	0.0	2.0	SS	29.66	28.270672623499998	1.38932737653
314.91	8.89	3.89	18.16	24.52	0.0	4.0	LL	18.16	20.3825522643	2.22255226435
332.83	10.68	5.68	29.48	32.43	0.0	2.0	LL	29.48	29.4418083873	0.038191612745800005
352.53	8.15	3.15	26.62	39.93	2.0	6.0	LL	24.167158164299998	30.6097921796	6.4426340152999995
369.71	8.06	3.06	30.87	46.3	0.0	4.0	LL	30.87	38.487445752	7.617445752010001
386.79	7.51	2.51	5.61	6.17	0.0	4.0	SS	5.61	5.128888559180001	0.481111440823
403.32	10.370000000000001	5.37	12.14	16.39	2.0	4.0	SS	11.0213861801	13.6243895437	2.60300336363
422.71	9.65	4.65	5.53	6.91	0.0	2.0	SS	5.53	6.27329312229	0.7432931222920001
441.37	8.02	3.02	13.14	17.74	4.0	6.0	LL	10.9227869802	13.5992415043	2.67645452413
458.42	8.7	3.7	34.69	39.89	2.0	6.0	LL	31.493565616799998	30.579128726399997	0.914436890436
