onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	11.16	6.16	4139.3	4284.2	2.0	6.0	LL	4122.64500212	4232.89876986	110.25376773200001
28.18	14.97	9.97	3653.9	3657.5	2.0	4.0	SS	3639.19807051	3628.18512303	11.0129474806
52.18	13.39	8.39	4388.6	4454.4	2.0	6.0	LL	4370.941911999999	4401.06070689	30.1187948923
74.6	8.32	3.32	3579.0	3704.3	0.0	4.0	LL	3579.0	3674.61002084	95.61002084479999
91.94	16.47	11.47	3455.9	3490.4	4.0	6.0	LL	3428.20094783	3448.60414227	20.4031944416
117.43	8.77	3.77	3385.6	3389.0	0.0	4.0	SS	3385.6	3361.83715159	23.762848407800004
135.3	12.1	7.1	5241.5	5503.5	2.0	6.0	LL	5220.41016081	5437.59824002	217.18807921400003
156.4	14.5	9.5	4844.2	4892.6	2.0	6.0	LL	4824.70874769	4834.01347309	9.304725402519999
179.9	18.1	13.1	3705.4	3724.0	2.0	6.0	SS	3690.49085374	3679.40689486	11.0839588797
207.0	13.6	8.6	3292.5	3308.9	2.0	4.0	SS	3279.25220919	3282.37915341	3.12694421999
229.7	16.0	11.0	3128.4	3131.5	2.0	6.0	SS	3115.81248633	3094.00179679	21.810689535700003
254.7	15.6	10.6	5275.9	5328.7	0.0	4.0	LL	5275.9	5285.99044842	10.090448418200001
279.4	9.5	4.5	4478.2	4545.4	0.0	2.0	LL	4478.2	4527.11100733	48.9110073343
298.0	10.2	5.2	3726.6	3730.3	0.0	2.0	SS	3726.6	3715.29066543	11.309334567
317.3	16.2	11.2	3496.0	3513.5	0.0	4.0	LL	3496.0	3485.3392835999994	10.6607164004
342.5	10.2	5.2	3594.0	3647.9	0.0	4.0	LL	3594.0	3618.66206707	24.6620670679
361.8	11.3	6.3	4349.4	4392.9	0.0	2.0	LL	4349.4	4375.2246104	25.8246104015
382.1	13.9	8.9	4243.0	4349.0	4.0	6.0	LL	4208.99233821	4296.92282109	87.9304828752
405.0	12.3	7.3	3809.1	3828.1	0.0	2.0	LL	3809.1	3812.69715474	3.5971547446699996
426.3	12.2	7.2	4080.9	4121.7	2.0	4.0	LL	4064.47998192	4088.66455819	24.184576270900003
