onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
12.017000000000001	9.469999999999999	4.47	14.41	14.55	2.0	6.0	SS	10.1246649598	6.41033854324	3.7143264165900005
30.51	10.841000000000001	5.841	24.75	37.12	0.0	4.0	SS	24.75	20.1027455513	4.64725444869
50.38399999999999	8.423	3.423	26.88	33.6	4.0	6.0	SS	14.5571605716	14.8032560174	0.246095445751
67.837	7.25	2.25	20.34	20.95	2.0	4.0	SS	14.2911648357	11.3457036449	2.9454611907999997
84.109	9.082	4.082	19.59	29.38	2.0	6.0	SS	13.7642044804	12.9440375533	0.820166927138
102.22399999999999	10.663	5.662999999999999	32.36	43.69	0.0	4.0	SS	32.36	23.6608015392	8.699198460760002
121.92	8.455	3.455	23.14	31.24	0.0	2.0	SS	23.14	21.949655332800003	1.19034466723
139.39700000000002	6.882	1.882	30.08	34.59	2.0	4.0	SS	21.134623316600003	18.7325961374	2.4020271791799996
155.303	12.527000000000001	7.527	24.08	36.12	0.0	4.0	LL	24.08	19.5611845181	4.51881548186
176.854	8.448	3.448	15.17	15.93	2.0	6.0	SS	10.658651453200001	7.018329415389999	3.6403220378199994
194.331	7.099	2.099	13.34	14.67	2.0	4.0	SS	9.372868186269999	7.944700356619999	1.42816782965
210.46099999999998	9.001000000000001	4.001	13.96	15.36	0.0	2.0	SS	13.96	10.7921480765	3.16785192345
228.493	9.056999999999999	4.0569999999999995	6.64	8.96	2.0	4.0	SS	4.665355678919999	4.85238685721	0.18703117828899998
246.572	9.146	4.146	8.64	11.66	2.0	4.0	SS	6.07058329306	6.314601646769999	0.244018353717
264.746	7.484	2.484	12.95	14.24	2.0	4.0	SS	9.09884880151	7.71182911236	1.3870196891600002
281.254	10.167000000000002	5.167000000000001	22.97	24.12	4.0	6.0	SS	12.4396569319	10.6266230696	1.8130338623099997
300.443	9.65	4.65	25.34	25.59	0.0	2.0	SS	25.34	17.9798873228	7.360112677160001
319.124	7.856999999999999	2.8569999999999998	23.24	24.4	2.0	4.0	SS	16.3287448762	13.2140892094	3.11465566686
336.023	7.822	2.822	12.98	17.52	0.0	2.0	SS	12.98	12.3097938998	0.670206100191
352.874	7.963	2.963	22.39	24.63	0.0	4.0	SS	22.39	13.338648247	9.051351752999999
