onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	7.37	2.37	38.14	39.28	0.0	2.0	SS	38.14	32.0422752219	6.09772477806
24.4	7.32	2.32	8.44	8.86	0.0	2.0	SS	8.44	7.227458209430001	1.2125417905700002
40.75	11.66	6.66	15.29	20.64	0.0	4.0	SS	15.29	14.217216421	1.07278357903
61.45	8.56	3.56	20.3	20.5	4.0	6.0	SS	13.9830180885	12.2195358326	1.76348225583
79.03	9.24	4.24	12.48	13.73	0.0	4.0	SS	12.48	9.4574797219	3.0225202781
97.29	7.359999999999999	2.36	30.49	31.4	2.0	6.0	SS	24.871918826799998	18.7167524461	6.15516638074
113.68	7.27	2.27	36.55	37.65	2.0	4.0	SS	29.8153044644	25.934021233000003	3.88128323139
129.98	8.17	3.17	14.01	16.11	2.0	6.0	SS	11.4285202612	9.60276693969	1.8257533215000001
147.18	11.16	6.16	35.19	36.95	2.0	6.0	SS	28.7058977867	22.0249682447	6.6809295420099994
167.36	7.01	2.01	15.05	15.2	2.0	6.0	SS	12.276890073599999	9.0603387637	3.21655130988
183.39	7.17	2.17	16.5	20.62	2.0	6.0	LL	13.459713369700001	12.2910648229	1.16864854684
199.59	8.71	3.71	17.6	19.36	2.0	4.0	SS	14.3570275944	13.335528580899998	1.02149901344
217.32	11.059999999999999	6.06	13.96	15.36	2.0	6.0	SS	11.387733250999998	9.155710750689998	2.2320225002900003
237.4	7.109999999999999	2.11	25.96	26.22	0.0	2.0	SS	25.96	21.3887081548	4.57129184523
253.53	7.109999999999999	2.11	17.85	24.1	0.0	2.0	LL	17.85	19.6593389218	1.80933892181
269.67	6.9399999999999995	1.94	29.57	39.92	4.0	6.0	LL	20.3683667426	23.7953107531	3.42694401045
285.63	6.89	1.89	23.0	24.15	2.0	4.0	SS	18.7620246972	16.6349697949	2.12705490228
301.55	8.2	3.2	29.76	30.65	4.0	6.0	SS	20.4992422814	18.2696962571	2.22954602433
