onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
12.023	13.632	8.632	4521.9	4526.4	2.0	6.0	SS	4503.35243225	4471.15512157	32.1973106764
34.684	8.947	3.947	4639.6	4801.9	2.0	4.0	LL	4620.5696598	4762.66881662	142.099156814
52.668	10.099	5.099	4653.3	4723.1	0.0	2.0	LL	4653.3	4703.72716618	50.4271661804
71.79899999999999	8.976	3.9760000000000004	3972.9	4032.5	2.0	4.0	LL	3956.60427654	3999.5547601999997	42.9504836617
89.806	9.625	4.625	4525.6	4683.9	0.0	2.0	LL	4525.6	4664.68795361	139.087953605
108.464	10.359	5.359	3412.4	3415.8	4.0	6.0	SS	3384.52093334	3374.11003541	10.4108979366
127.854	10.465	5.465	3976.8	3988.7	0.0	2.0	SS	3976.8	3972.33946936	4.46053063796
147.35	9.847999999999999	4.848	4018.1	4058.3	2.0	4.0	LL	4001.61887879	4025.14397602	23.525097231300002
166.22	12.362	7.362	5392.0	5472.9	0.0	4.0	LL	5392.0	5428.18679407	36.1867940729
187.606	12.047999999999998	7.047999999999999	3725.4	3781.3	2.0	6.0	LL	3710.11945224	3735.14909447	25.029642224899998
208.68400000000003	11.05	6.05	3646.2	3700.9	4.0	6.0	LL	3616.41080388	3655.73037942	39.3195755452
228.75900000000001	10.487	5.487	3288.4	3337.7	0.0	2.0	LL	3288.4	3324.00968909	35.6096890941
248.278	9.04	4.04	4588.1	4748.7	0.0	4.0	LL	4588.1	4709.90345685	121.80345685399999
266.345	9.269	4.269	4322.3	4538.4	0.0	4.0	LL	4322.3	4501.32159298	179.02159298
284.637	13.008	8.008	4550.4	4564.1	4.0	6.0	LL	4513.22355383	4508.39499169	4.82856214314
306.672	12.709	7.709	3056.9	3072.2	0.0	2.0	LL	3056.9	3059.59869576	2.69869575903
328.412	9.281	4.281000000000001	4701.3	4748.3	2.0	4.0	LL	4682.01658368	4709.50672483	27.490141148499998
346.715	8.234	3.234	5003.5	5128.6	0.0	2.0	LL	5003.5	5107.56391871	104.06391871299999
363.97900000000004	9.906	4.906000000000001	3993.8	4093.6	2.0	6.0	LL	3977.41855059	4043.63746149	66.21891089510001
382.908	10.105	5.105	3831.0	3888.4	0.0	2.0	LL	3831.0	3872.45087188	41.4508718799
