onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
12.025	10.991	5.9910000000000005	39.4	49.25	2.0	4.0	LL	33.612930624	36.6351891391	3.0222585151
32.04	8.128	3.128	20.18	23.21	2.0	6.0	SS	17.215962944	15.304939698499998	1.9110232454599998
49.198	8.85	3.85	29.48	32.43	0.0	4.0	SS	29.48	24.123435203699998	5.35656479634
67.077	8.803	3.803	20.44	20.64	4.0	6.0	SS	15.2045333199	13.610252278199999	1.5942810416600002
84.90799999999999	9.539	4.539	6.4	8.0	4.0	6.0	SS	4.76071493381	5.2752915807	0.514576646887
103.471	8.832	3.832	20.78	21.82	4.0	6.0	SS	15.4574463007	14.3883577863	1.06908851436
121.325	10.154	5.154	22.68	30.62	2.0	4.0	LL	19.3487631105	22.777045511399997	3.4282824009900006
140.503	9.368	4.368	25.87	34.92	0.0	2.0	LL	25.87	29.7909527256	3.92095272562
158.9	13.851	8.851	29.91	37.39	0.0	4.0	LL	29.91	27.812989277399996	2.0970107226400003
181.774	13.568999999999999	8.568999999999999	37.68	41.45	4.0	6.0	LL	28.028709172800003	27.3326045025	0.69610467032
204.375	8.608	3.608	33.43	33.76	0.0	4.0	SS	33.43	25.1127712758	8.31722872416
222.00599999999997	9.496	4.496	21.5	26.88	2.0	6.0	SS	18.342081431900002	17.724979711099998	0.6171017207289999
240.533	11.152999999999999	6.153	34.69	39.89	2.0	4.0	SS	29.594735110300004	29.6726435484	0.0779084380803
260.714	12.004	7.004	9.62	12.99	2.0	4.0	SS	8.20701504068	9.66276359222	1.45574855154
281.746	8.924	3.924	32.44	35.68	0.0	4.0	SS	32.44	26.540985755999998	5.89901424401
299.695	11.359	6.359	30.08	34.59	2.0	4.0	SS	25.6618516033	25.730176493800002	0.0683248905387
320.07599999999996	7.8100000000000005	2.81	24.25	24.49	0.0	4.0	SS	24.25	18.217173238900003	6.0328267611
336.915	9.754999999999999	4.755	26.02	28.62	4.0	6.0	SS	19.3552816528	18.8723556299	0.48292602282799996
355.691	10.85	5.85	27.14	29.85	2.0	4.0	SS	23.1536786075	22.204271996	0.949406611514
375.565	10.552	5.5520000000000005	14.68	16.15	2.0	4.0	SS	12.5238025777	12.013366590799999	0.510435986882
