onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
12.017999999999999	9.814	4.814	3183.2	3230.9	0.0	2.0	SS	3183.2	3163.03994176	20.1600582388
30.864	9.016	4.016	3465.8	3469.3	2.0	6.0	SS	3393.00623051	3259.51075271	133.49547779899999
48.908	10.068000000000001	5.0680000000000005	3455.9	3490.4	2.0	6.0	SS	3383.3141646999998	3279.3348316	103.97933310299999
68.002	10.254	5.254	4117.8	4138.4	2.0	6.0	SS	4031.31197876	3888.15014528	143.16183348299998
87.286	8.777	3.7769999999999997	4077.1	4081.2	2.0	4.0	SS	3991.46681932	3913.2881393	78.1786800202
105.09299999999999	10.937999999999999	5.938	3666.6	3795.0	0.0	2.0	LL	3666.6	3715.29189358	48.691893585
125.061	13.97	8.97	4476.9	4588.8	2.0	4.0	LL	4382.86963857	4400.00407077	17.1344321983
148.053	11.394	6.394	4121.6	4265.8	2.0	6.0	SS	4035.03216564	4007.84624245	27.1859231939
168.47	10.033000000000001	5.033	3807.5	3997.9	4.0	6.0	LL	3650.84891463	3756.14620767	105.297293035
187.52900000000002	8.966000000000001	3.966	4381.9	4395.0	4.0	6.0	SS	4201.61650927	4129.23349326	72.3830160065
205.525	10.29	5.29	4399.8	4413.0	2.0	6.0	SS	4307.38900485	4146.14502975	161.243975097
224.84400000000002	8.378	3.378	3112.8	3128.3	0.0	4.0	SS	3112.8	2999.59308198	113.206918018
242.25	10.628	5.627999999999999	5172.7	5431.3	0.0	2.0	LL	5172.7	5317.22394246	144.523942458
261.91200000000003	9.661999999999999	4.662	3109.6	3187.3	4.0	6.0	LL	2981.66245172	2994.56334768	12.9008959579
280.605	10.065000000000001	5.065	4480.4	4637.2	0.0	2.0	LL	4480.4	4539.80278496	59.4027849624
299.699	12.123	7.122999999999999	4192.4	4339.2	0.0	4.0	SS	4192.4	4160.67330542	31.726694583
320.849	12.077000000000002	7.077000000000001	4668.4	4715.1	2.0	4.0	SS	4570.34747721	4521.1077393	49.239737909700004
341.95099999999996	9.719	4.718999999999999	4586.7	4591.3	4.0	6.0	SS	4397.99047058	4313.66319399	84.3272765899
360.70300000000003	12.638	7.638	3380.3	3549.3	2.0	4.0	LL	3309.30202579	3403.27197707	93.9699512801
382.371	11.17	6.17	4926.8	5049.9	0.0	2.0	SS	4926.8	4943.83465966	17.0346596613
