onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	7.67	2.67	18.58	21.37	0.0	4.0	SS	18.58	13.1714346184	5.40856538161
24.7	7.1899999999999995	2.19	32.19	43.46	0.0	2.0	LL	32.19	33.144572878299996	0.954572878299
40.91	8.120000000000001	3.12	33.39	33.72	0.0	2.0	SS	33.39	25.7164058319	7.673594168060001
58.06	8.7	3.7	29.88	40.34	4.0	6.0	LL	18.4165871033	20.8618231992	2.4452360958900003
75.79	8.23	3.23	18.85	19.42	2.0	6.0	SS	14.3758674357	10.0430492446	4.33281819108
93.04	9.14	4.14	18.85	19.79	2.0	6.0	LL	14.3758674357	10.234394673099999	4.14147276263
111.21	8.78	3.78	32.12	33.73	4.0	6.0	SS	19.7972147844	17.4434629774	2.35375180699
129.03	8.15	3.15	7.32	10.98	0.0	2.0	LL	7.32	8.37384745061	1.05384745061
146.21	8.25	3.25	10.61	13.26	2.0	6.0	SS	8.091668620310001	6.857406435830001	1.23426218449
163.49	8.59	3.59	6.4	8.0	0.0	2.0	LL	6.4	6.101163898439999	0.298836101556
181.1	9.620000000000001	4.62	25.87	34.92	2.0	6.0	SS	19.7296387566	18.0588712473	1.6707675093099998
199.74	7.35	2.35	22.38	33.57	0.0	4.0	SS	22.38	20.6909246673	1.68907533275
216.12	7.529999999999999	2.53	21.87	25.15	2.0	4.0	SS	16.6790568074	15.5012438302	1.17781297712
232.67	8.29	3.29	9.94	10.04	0.0	4.0	SS	9.94	6.18817049923	3.7518295007699995
249.98	10.57	5.57	18.31	22.89	0.0	4.0	SS	18.31	14.108289116300002	4.20171088372
