onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	8.379	3.3789999999999996	29.42	29.42	0.0	2.0	SS	29.42	22.4370302365	6.98296976347
25.398000000000003	7.77	2.77	0.25	32.08	2.0	6.0	LL	0.190661371826	16.590165796500003	16.3995044246
42.196999999999996	8.224	3.2239999999999998	33.35	50.02	2.0	6.0	SS	25.4342270016	25.8678333273	0.433606325659
59.446000000000005	6.844	1.844	9.85	10.84	0.0	2.0	SS	9.85	8.26707708239	1.5829229176100001
75.312	8.894	3.8939999999999997	10.44	10.54	4.0	6.0	SS	6.43471115657	5.45075896181	0.983952194762
93.227	6.561	1.561	8.64	11.66	0.0	4.0	SS	8.64	7.18666016146	1.45333983854
108.81	7.609999999999999	2.61	24.82	27.3	2.0	4.0	SS	18.9288609949	16.8263998635	2.10246113147
125.44	7.27	2.27	20.85	21.48	0.0	4.0	SS	20.85	13.2392332992	7.61076670085
141.74	8.77	3.77	15.54	17.09	0.0	4.0	SS	15.54	10.5334495848	5.0065504151499995
159.52	7.7	2.7	22.65	33.98	2.0	4.0	LL	17.2739202875	20.943628841	3.66970855356
176.25	6.5	1.5	6.39	6.71	2.0	4.0	SS	4.87330466388	4.13571952688	0.737585137005
191.77	6.71	1.71	30.5	33.55	2.0	6.0	SS	23.260687362800002	17.3503760122	5.91031135061
207.5	7.02	2.02	15.28	17.57	4.0	6.0	SS	9.417853110389999	9.08632210237	0.331531008013
223.53	7.54	2.54	36.31	54.46	4.0	6.0	LL	22.37972817	28.163978468699998	5.78425029867
240.1	6.92	1.92	19.88	21.87	4.0	6.0	SS	12.2530706698	11.310066270899998	0.9430043989419999
256.05	8.41	3.41	22.28	27.85	4.0	6.0	SS	13.732314613800002	14.4026221145	0.670307500626
273.48	7.890000000000001	2.89	20.79	21.0	2.0	4.0	SS	15.8553996811	12.9433845103	2.91201517074
290.4	9.95	4.95	32.36	40.45	2.0	4.0	SS	24.6792079692	24.9314239735	0.252216004293
309.38	7.54	2.54	17.12	19.69	2.0	6.0	SS	13.0564907427	10.1826796924	2.8738110502599996
325.94	7.359999999999999	2.36	9.81	9.91	2.0	6.0	SS	7.481552230469999	5.12495458364	2.35659764683
342.33	9.83	4.83	18.42	19.34	0.0	2.0	LL	18.42	14.7495637245	3.67043627551
361.18	8.41	3.41	33.04	34.03	4.0	6.0	SS	20.3642582963	17.5986079194	2.76565037689
378.62	9.16	4.16	28.43	29.28	0.0	2.0	SS	28.43	22.3302598683	6.09974013169
396.81	10.01	5.01	29.67	34.12	0.0	2.0	LL	29.67	26.021464026900002	3.6485359731300004
415.84	7.63	2.63	15.78	16.57	0.0	4.0	SS	15.78	10.2129467303	5.56705326969
432.5	8.89	3.89	9.52	9.81	2.0	4.0	LL	7.26038503915	6.04640962126	1.21397541789
450.42	9.25	4.25	22.97	31.01	2.0	4.0	LL	17.5179668434	19.1130644603	1.59509761687
