onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	28.9	23.9	3939.7	3979.1	0.0	2.0	LL	3939.7	3960.66048354	20.9604835415
46.0	19.5	14.5	3659.6	3696.2	2.0	6.0	LL	3642.64107601	3645.28628244	2.64520642753
74.5	12.1	7.1	4124.9	4129.1	2.0	6.0	SS	4105.78483289	4072.2232533	33.5615795965
95.7	12.4	7.4	4679.9	4703.4	2.0	6.0	LL	4658.2129116999995	4638.61249414	19.600417556
117.1	21.6	16.6	3717.7	3773.5	0.0	4.0	LL	3717.7	3738.68782863	20.9878286283
147.7	18.4	13.4	4753.4	4767.7	0.0	4.0	SS	4753.4	4723.71590315	29.6840968461
175.2	17.7	12.7	4322.3	4538.4	4.0	6.0	LL	4282.42491101	4475.88530497	193.460393965
201.9	9.3	4.3	4697.4	4932.3	0.0	4.0	LL	4697.4	4886.79739688	189.39739688400002
220.2	29.5	24.5	4339.8	4361.5	0.0	2.0	LL	4339.8	4341.28840667	1.48840666643
258.7	18.4	13.4	4653.3	4723.1	2.0	6.0	LL	4631.73617855	4658.0411343000005	26.3049557515
286.2	12.0	7.0	5378.5	5566.7	2.0	4.0	LL	5353.57553485	5515.3447822	161.769247347
307.2	17.4	12.4	3552.5	3570.2	4.0	6.0	LL	3519.72664932	3521.02188344	1.29523412265
333.7	12.8	7.8	4348.3	4413.5	0.0	2.0	LL	4348.3	4393.04743387	44.7474338696
355.5	21.9	16.9	3443.6	3529.7	2.0	6.0	LL	3427.64203994	3481.07975519	53.4377152509
386.4	19.5	14.5	3727.9	3783.8	2.0	4.0	LL	3710.62456751	3748.89280667	38.2682391547
414.9	14.3	9.3	3429.1	3514.8	2.0	4.0	LL	3413.20923428	3482.37444814	69.1652138646
