onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	7.4719999999999995	2.472	15.95	15.95	0.0	4.0	SS	15.95	7.37110241879	8.57889758121
24.499000000000002	7.498	2.498	0.11	15.32	0.0	4.0	LL	0.11	7.0799554267	6.9699554266999995
41.013999999999996	7.9879999999999995	2.988	14.57	16.76	0.0	2.0	SS	14.57	10.5946686671	3.9753313329300006
58.03	8.785	3.785	17.73	18.26	2.0	6.0	SS	11.2078445983	6.65019742186	4.55764717642
75.845	9.854	4.854	32.82	44.31	4.0	6.0	LL	15.167371873599999	16.1374724952	0.97010062156
94.727	8.105	3.105	8.22	8.3	2.0	6.0	SS	5.19619191189	3.02281700993	2.17337490196
111.86	8.52	3.52	16.69	17.19	0.0	2.0	SS	16.69	10.8664889252	5.82351107477
129.41	7.6	2.6	13.65	18.43	0.0	4.0	SS	13.65	8.51720486384	5.13279513616
146.04	7.970000000000001	2.97	32.5	48.75	0.0	4.0	SS	32.5	22.5292315308	9.97076846922
163.04	6.63	1.63	13.38	18.06	0.0	2.0	SS	13.38	11.4164508429	1.96354915709
178.69	6.59	1.59	16.93	17.78	0.0	4.0	SS	16.93	8.2168151101	8.7131848899
194.31	8.19	3.19	15.59	17.15	4.0	6.0	SS	7.204732709019999	6.24594117113	0.958791537893
211.52	6.6	1.6	32.88	41.1	4.0	6.0	SS	15.195100158599999	14.9684071215	0.226693037122
227.14	7.45	2.45	21.92	32.88	0.0	2.0	SS	21.92	20.7847676476	1.13523235244
243.62	6.88	1.88	13.67	15.04	0.0	4.0	SS	13.67	6.95055676355	6.71944323645
259.53	7.27	2.27	22.81	25.09	2.0	6.0	SS	14.4191164854	9.137648045689998	5.28146843973
275.83	6.59	1.59	23.4	23.63	2.0	4.0	SS	14.7920791652	10.920322893800002	3.87175627144
291.43	7.62	2.62	22.91	24.06	4.0	6.0	SS	10.587583474299999	8.76252738061	1.82505609365
308.06	7.05	2.05	20.47	25.59	0.0	2.0	SS	20.47	16.1764660615	4.29353393853
324.13	8.57	3.57	7.44	10.04	2.0	6.0	LL	4.70312260638	3.6565159975599997	1.0466066088200001
341.73	7.58	2.58	13.57	14.25	0.0	2.0	SS	13.57	9.00799692755	4.5620030724500005
358.33	9.120000000000001	4.12	20.18	23.21	2.0	6.0	SS	12.7565879297	8.452961783200001	4.30362614648
376.48	7.65	2.65	13.89	17.36	2.0	4.0	SS	8.78042647885	8.02271711537	0.757709363481
393.14	6.46	1.46	13.46	15.48	0.0	4.0	SS	13.46	7.15389751993	6.30610248007
408.62	8.56	3.56	20.12	27.16	2.0	4.0	SS	12.718659521600001	12.5516703257	0.166989195901
426.21	6.8	1.8	29.1	29.97	0.0	4.0	SS	29.1	13.850278337999999	15.249721662
442.04	6.47	1.47	23.43	23.66	0.0	4.0	SS	23.43	10.9341870363	12.495812963699999
457.54	8.52	3.52	11.51	17.26	4.0	6.0	LL	5.319209331680001	6.28600260138	0.9667932697050001
