onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	9.66	4.66	28.23	29.08	4.0	6.0	SS	19.9117186115	17.8773738608	2.03434475066
26.68	8.51	3.51	23.56	23.8	2.0	4.0	SS	19.4891293463	16.7870670547	2.7020622916400003
44.21	8.67	3.67	35.2	35.55	4.0	6.0	SS	24.827931106100003	21.854905115300003	2.97302599079
61.91	8.89	3.89	33.82	37.2	2.0	6.0	SS	27.9763308358	22.869267800000003	5.10706303588
79.83	7.65	2.65	22.84	26.27	2.0	4.0	SS	18.8935362593	18.5292542658	0.364281993522
96.51	8.03	3.03	21.5	32.25	4.0	6.0	LL	15.1647874654	19.8261797459	4.66139228058
113.56	8.25	3.25	22.61	28.26	2.0	6.0	SS	18.7032773566	17.3732663448	1.33001101174
130.84	8.45	3.45	22.56	30.46	0.0	2.0	LL	22.56	25.196896429899997	2.63689642992
148.31	10.309999999999999	5.31	18.44	27.66	2.0	4.0	LL	15.2538007278	19.5096754089	4.25587468116
167.64	10.99	5.99	18.74	25.3	4.0	6.0	LL	13.218051958199998	15.553561165	2.33550920685
187.65	7.52	2.52	20.76	21.38	2.0	6.0	SS	17.172934008	13.1436813323	4.0292526757
204.19	14.65	9.65	5.99	8.09	2.0	4.0	SS	4.95500359866	5.70619212069	0.7511885220260001
227.87	8.46	3.46	24.4	24.64	0.0	2.0	SS	24.4	20.3825189768	4.0174810232
245.35	7.93	2.93	17.99	18.17	0.0	4.0	SS	17.99	12.816008755599999	5.17399124439
262.32	7.779999999999999	2.78	13.1	13.49	2.0	4.0	SS	10.8364853326	9.515022460820001	1.32146287181
279.11	7.93	2.93	30.52	31.44	0.0	4.0	SS	30.52	22.175856647	8.34414335298
