onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
12.017999999999999	7.2379999999999995	2.238	29.88	40.34	2.0	4.0	LL	27.718654015100004	34.8977381754	7.1790841603199995
28.278000000000002	7.922	2.9219999999999997	19.88	21.87	2.0	4.0	LL	18.4419960448	18.9195224069	0.47752636209700006
45.224	7.336	2.336	20.44	20.64	4.0	6.0	SS	17.6824434384	16.7271342085	0.955309229891
61.59	7.802	2.802	27.14	29.85	2.0	4.0	LL	25.176849731199997	25.8229421055	0.646092374255
78.417	8.83	3.83	19.53	20.12	4.0	6.0	SS	16.8952113675	16.3057141606	0.589497206892
96.272	9.279	4.279	18.85	19.42	2.0	6.0	SS	17.486500273900003	15.7384179423	1.7480823316
114.575	8.28	3.28	12.41	18.61	0.0	2.0	LL	12.41	17.2638604826	4.85386048263
131.887	7.5120000000000005	2.512	11.71	14.64	0.0	2.0	LL	11.71	13.5810272684	1.8710272684400002
148.431	8.208	3.208	11.48	11.82	2.0	6.0	SS	10.6496033498	9.57920185778	1.07040149206
165.671	8.832	3.832	29.76	30.06	0.0	4.0	SS	29.76	26.0046110449	3.75538895506
183.52599999999998	9.825	4.825	27.91	28.19	2.0	4.0	SS	25.891152395	24.3868923938	1.50426000118
202.373	8.489	3.489	34.37	34.71	2.0	6.0	SS	31.883873443699997	28.1297881966	3.75408524715
219.885	9.297	4.297	18.93	28.4	0.0	4.0	LL	18.93	24.5685613332	5.63856133321
238.21200000000002	8.466000000000001	3.466	27.27	28.09	4.0	6.0	SS	23.591009421	22.7647868177	0.826222603312
255.701	8.833	3.833	28.72	29.01	2.0	6.0	SS	26.642561690500003	23.5103761332	3.13218555736
273.567	7.734999999999999	2.735	22.28	33.42	2.0	6.0	LL	20.6683939577	27.0843423086	6.415948350850001
290.335	10.199	5.199	9.01	12.16	2.0	6.0	SS	8.35826883119	9.854745735249999	1.4964769040600001
309.559	8.399	3.3989999999999996	5.89	5.95	2.0	6.0	SS	5.46395154447	4.82201785565	0.6419336888220001
326.98900000000003	7.801	2.801	30.19	37.74	4.0	6.0	LL	26.1170727694	30.5853703987	4.46829762936
343.816	8.525	3.525	10.0	11.5	4.0	6.0	SS	8.65090187789	9.3198664437	0.668964565808
