onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	8.3	3.3	4378.9	4383.3	4.0	6.0	SS	4256.87976307	4202.60333377	54.2764293067
25.3	8.3	3.3	3560.5	3738.6	4.0	6.0	LL	3461.28488808	3584.48037406	123.195485979
42.6	10.3	5.3	4810.6	4882.8	0.0	2.0	LL	4810.6	4813.80791947	3.20791946828
61.9	8.3	3.3	4792.6	4807.0	0.0	4.0	SS	4792.6	4673.05054262	119.54945737700001
79.2	9.4	4.4	3779.6	3968.6	2.0	6.0	LL	3726.19570993	3804.99887993	78.8031700019
97.7	9.9	4.9	3616.3	3742.9	2.0	4.0	LL	3565.20307593	3638.60222092	73.3991449897
116.7	8.9	3.9	5117.6	5296.7	0.0	4.0	SS	5117.6	5149.10480739	31.5048073872
134.7	8.2	3.2	3451.6	3462.0	2.0	6.0	SS	3402.8302234	3319.28290135	83.54732205149999
151.9	9.7	4.7	3897.3	3955.7	4.0	6.0	SS	3788.69978776	3792.63066808	3.9308803159300005
170.6	9.7	4.7	3676.7	3713.4	2.0	4.0	SS	3624.74964723	3609.92425317	14.8253940656
189.3	6.9	1.9	4081.6	4224.4	0.0	2.0	LL	4081.6	4164.7108575	83.1108575002
205.2	7.7	2.7	3709.7	3746.8	2.0	6.0	SS	3657.28336996	3592.34233818	64.9410317798
222.0	12.0	7.0	4525.6	4683.9	2.0	6.0	LL	4461.65501768	4490.81143317	29.1564154893
243.0	8.5	3.5	3966.9	4006.6	0.0	4.0	SS	3966.9	3894.95408864	71.9459113642
260.5	7.8	2.8	4588.1	4748.7	4.0	6.0	LL	4460.25030052	4552.94012526	92.689824739
277.3	7.8	2.8	4464.2	4531.2	0.0	4.0	SS	4464.2	4404.93584746	59.2641525416
294.2	8.4	3.4	4321.7	4429.8	4.0	6.0	SS	4201.27366966	4247.186423	45.9127533363
