onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	7.25	2.25	13.65	17.06	0.0	2.0	SS	13.65	9.326904259510002	4.32309574049
24.27	7.1	2.1	12.49	14.36	2.0	6.0	SS	6.8284310786199995	4.11773832313	2.7106927555
40.4	7.470000000000001	2.47	27.59	28.42	0.0	4.0	SS	27.59	10.6913078476	16.8986921524
56.9	7.21	2.21	8.57	8.66	0.0	4.0	SS	8.57	3.2578017579100003	5.31219824209
73.13	7.55	2.55	23.09	26.55	4.0	6.0	SS	8.68621738916	7.613227888510001	1.0729895006499999
89.71	8.629999999999999	3.63	32.91	33.24	2.0	6.0	SS	17.9922871735	9.53158926607	8.46069790747
107.36	7.0600000000000005	2.06	25.09	33.87	2.0	6.0	SS	13.717000461400001	9.71224213122	4.00475833016
123.44	6.99	1.99	27.15	33.94	4.0	6.0	SS	10.2135470817	9.732314671789998	0.481232409874
139.46	7.6899999999999995	2.69	11.13	13.91	2.0	4.0	SS	6.0849029547699995	5.23279704995	0.852105904825
156.17	6.99	1.99	34.92	35.97	2.0	4.0	SS	19.0911780036	13.5315391723	5.55963883136
172.17	10.46	5.46	9.46	12.77	4.0	6.0	SS	3.5587534214599996	3.6618049015599996	0.103051480098
191.66	7.17	2.17	24.42	36.63	2.0	4.0	SS	13.350703518	13.779824294700001	0.429120776702
207.85	8.629999999999999	3.63	34.81	38.29	0.0	4.0	SS	34.81	14.404298996600001	20.4057010034
225.5	8.2	3.2	24.02	27.62	0.0	4.0	SS	24.02	10.390356184	13.629643816
242.74	7.99	2.99	16.85	17.02	0.0	2.0	SS	16.85	9.30503578528	7.54496421472
