onset	duration	response_time	amountSS	amountLL	delaySS	delayLL	choice	SV_SS	SV_LL	SV_diff
8.0	10.992999999999999	5.992999999999999	32.27	32.27	4.0	6.0	SS	26.152924257800002	23.8887572669	2.26416699085
28.015	8.783	3.783	0.1	14.21	0.0	2.0	LL	0.1	12.7221654316	12.622165431600001
45.81399999999999	10.788	5.787999999999999	20.37	27.5	2.0	4.0	LL	18.2371928108	22.287121694699998	4.04992888388
65.62899999999999	9.802	4.802	24.76	28.47	4.0	6.0	SS	20.066513933099998	21.0757024911	1.009188558
84.461	8.974	3.9739999999999998	29.57	31.05	4.0	6.0	SS	23.964734127699998	22.9856186284	0.979115499366
102.46	9.02	4.02	13.34	14.67	0.0	4.0	SS	13.34	11.8891663731	1.45083362686
120.51	12.64	7.64	13.91	20.86	0.0	4.0	LL	13.91	16.9057948564	2.9957948564200003
142.17	7.640000000000001	2.64	20.85	21.06	0.0	4.0	SS	20.85	17.0678830142	3.7821169857999997
158.84	12.440000000000001	7.44	23.74	29.68	2.0	4.0	LL	21.2543425297	24.053882614499997	2.79954008486
180.31	8.26	3.26	38.89	40.83	0.0	4.0	SS	38.89	33.0902974107	5.799702589269999
197.59	7.9	2.9	33.02	44.58	4.0	6.0	LL	26.7607548494	33.0015741853	6.24081933583
214.52	25.94	20.94	26.14	32.67	2.0	6.0	LL	23.4030544956	24.184868295900003	0.781813800348
249.48	18.560000000000002	13.56	21.06	24.22	2.0	4.0	LL	18.854947500999998	19.6288759071	0.773928406091
277.06	15.19	10.19	24.05	30.06	0.0	2.0	LL	24.05	26.912617373299998	2.8626173732700004
301.26	11.57	6.57	23.47	24.17	0.0	4.0	SS	23.47	19.5883538677	3.8816461323199998
321.85	13.58	8.58	8.49	8.74	4.0	6.0	SS	6.88064229775	6.470025984279999	0.410616313469
344.46	14.51	9.51	19.42	26.22	2.0	6.0	LL	17.386660991	19.4100779528	2.0234169618599998
367.99	7.92	2.92	33.43	33.76	0.0	2.0	SS	33.43	30.225214987399998	3.20478501259
384.94	10.280000000000001	5.28	12.41	18.61	0.0	2.0	LL	12.41	16.6614707025	4.251470702480001
404.24	32.7	27.7	12.77	12.9	4.0	6.0	SS	10.3493288742	9.54958068618	0.7997481880539999
445.97	13.51	8.51	13.42	20.13	2.0	4.0	LL	12.014881076199998	16.314173080499998	4.29929200437
